Roll
[1.94]
[2.07]
[0.17]
[-1.05]
[-2.0]
[-4.76]
[-6.03]
[-7.72]
[-7.31]
[-5.96]
[-4.47]
[-6.25]
[-4.2]
[-5.68]
[-6.69]
[-7.93]
[-8.65]
[-7.46]
[-7.99]
[-8.48]
[-8.74]
[-10.34]
[-11.21]
[-10.45]
[-10.45]
[-11.5]
[-12.71]
[-14.1]
[-14.7]
[-14.28]
[-13.8]
[-13.8]
[-14.28]
[-14.81]
[-15.0]
[-15.61]
[-15.65]
[-15.82]
[-15.14]
[-14.81]
[-14.28]
[-12.87]
[-12.47]
[-12.0]
[-11.34]
[-10.3]
[-10.02]
[-9.42]
[-8.86]
[-7.93]
[-6.76]
[-6.2]
[-4.68]
[-4.19]
[-2.77]
[-2.57]
[-2.24]
[-0.73]
[-0.76]
[-0.46]
[0.51]
[1.29]
[1.29]
[1.72]
[2.21]
[1.72]
[1.72]
[1.72]
[1.96]
[1.72]
[1.96]
[2.22]
[2.22]
[2.22]
[2.22]
[2.22]
[2.5]
[2.65]
[3.14]
[3.84]
[5.23]
[6.01]
[6.01]
[6.57]
[6.93]
[7.63]
[8.1]
[9.23]
[10.96]
[11.0]
[11.0]
[12.18]
[12.58]
[13.66]
[14.83]
[15.09]
[15.1]
[16.34]
[17.34]
[18.89]
[19.25]
[20.42]
[20.86]
[20.63]
[21.62]
[22.5]
[22.5]
[23.18]
[24.54]
[25.41]
[25.94]
[26.41]
[26.99]
[26.62]
[27.35]
[27.19]
[28.48]
[28.72]
[28.36]
[28.69]
[29.27]
[30.07]
[30.55]
[30.55]
[29.27]
[29.26]
[28.2]
[26.72]
[26.27]
[24.4]
[23.37]
[23.17]
[21.46]
[19.06]
[18.68]
[18.02]
[17.51]
[17.29]
[17.55]
[17.51]
[16.47]
[16.34]
[16.4]
[15.34]
[15.09]
[14.42]
[14.46]
[13.9]
[13.71]
[12.93]
[13.35]
[12.81]
[11.78]
[11.67]
[10.62]
[9.49]
[9.21]
[8.77]
[7.18]
[6.26]
[5.33]
[4.16]
[3.73]
[2.89]
[2.22]
[1.96]
[1.72]
[2.21]
[1.72]
[1.96]
[2.22]
[2.22]
[2.22]
[2.22]
[2.22]
[2.22]
[2.22]
[2.22]
[2.22]
[2.22]
[2.22]
[2.22]
[2.8]
[2.65]
[2.89]
[3.14]
[1.87]
[4.06]
[4.51]
[5.59]
[6.51]
[7.6]
[7.18]
[8.78]
[9.93]
[10.83]
[12.81]
[13.9]
[14.58]
[15.09]
[15.98]
[15.98]
[16.41]
[17.12]
[17.87]
[19.11]
[20.42]
[21.82]
[21.62]
[22.5]
[23.36]
[22.97]
[22.97]
[22.54]
[22.64]
[22.66]
[22.5]
[22.5]
[22.5]
[22.03]
[21.82]
[21.4]
[19.59]
[17.97]
[17.12]
[16.41]
[16.14]
[15.34]
[15.09]
[14.36]
[13.52]
[12.12]
[11.23]
[10.08]
[9.21]
[8.09]
[7.18]
[6.47]
[3.81]
[3.81]
[3.4]
[2.8]
[1.96]
[1.72]
[2.21]
[1.74]
[2.21]
[1.72]
[1.72]
[1.72]
[1.72]
[1.72]
[1.74]
[1.29]
[1.44]
[0.8]
[1.29]
[0.81]
[1.2]
[0.19]
[-0.73]
[-1.65]
[-2.35]
[-3.02]
[-4.0]
[-5.67]
[-7.04]
[-8.88]
[-9.39]
[-10.3]
[-10.45]
[-12.04]
[-12.04]
[-11.21]
[-11.3]
[-12.55]
[-12.75]
[-14.14]
[-15.69]
[-15.82]
[-15.63]
[-16.52]
[-16.51]
[-16.02]
[-15.88]
[-16.71]
[-16.71]
[-17.66]
[-19.12]
[-18.78]
[-19.11]
[-19.65]
[-19.65]
[-20.22]
[-19.76]
[-19.12]
[-17.58]
[-16.71]
[-16.51]
[-15.61]
[-15.0]
[-14.81]
[-13.78]
[-12.87]
[-13.43]
[-12.55]
[-11.21]
[-10.44]
[-10.27]
[-9.42]
[-9.74]
[-8.14]
[-8.21]
[-8.82]
[-7.99]
[-7.12]
[-6.54]
[-6.53]
[-6.63]
[-5.46]
[-4.76]
[-3.44]
[-2.51]
[-1.2]
[0.67]
[1.96]
[2.67]
[4.32]
[5.23]
[5.59]
[6.5]
[5.66]
[6.51]
[6.77]
[7.63]
[7.49]
[8.1]
[9.69]
[9.9]
[9.69]
[9.49]
[9.69]
[8.78]
[8.09]
[7.85]
[6.26]
[5.33]
[3.94]
[2.54]
[1.74]
[1.29]
[2.21]
[1.96]
[1.72]
[1.72]
[2.22]
[2.22]
[2.22]
[2.22]
[1.96]
[2.22]
[2.22]
[2.8]
[2.67]
[3.94]
[2.78]
[5.33]
[6.26]
[7.18]
[9.22]
[10.09]
[11.05]
[10.94]
[12.18]
[11.3]
[11.55]
[12.81]
[13.52]
[14.56]
[16.4]
[16.63]
[16.86]
[17.29]
[17.8]
[18.22]
[18.89]
[19.42]
[20.05]
[20.74]
[20.96]
[21.82]
[22.51]
[22.87]
[23.18]
[22.97]
[22.97]
[23.18]
[21.81]
[20.26]
[20.42]
[19.64]
[18.69]
[17.34]
[16.15]
[15.34]
[15.09]
[14.6]
[14.65]
[13.98]
[14.2]
[12.68]
[12.58]
[11.67]
[10.64]
[9.82]
[9.69]
[9.69]
[8.1]
[7.72]
[6.93]
[6.01]
[6.01]
[5.58]
[4.73]
[4.15]
[4.06]
[3.81]
[1.87]
[3.73]
[2.89]
[2.22]
[1.72]
[2.21]
[2.21]
[1.74]
[1.29]
[1.29]
[1.29]
[1.29]
[1.29]
[1.72]
[0.66]
[0.44]
[-0.82]
[-0.66]
[-2.35]
[-3.49]
[-4.19]
[-5.86]
[-6.92]
[-7.7]
[-8.32]
[-9.17]
[-9.4]
[-8.92]
[-9.73]
[-9.74]
[-9.74]
[-9.42]
[-9.73]
[-8.92]
[-9.82]
[-9.82]
[-9.12]
[-9.57]
[-8.62]
[-7.93]
[-7.29]
[-6.53]
[-6.2]
[-5.1]
[-5.2]
[-4.78]
[-4.85]
[-4.41]
[-4.91]
[-3.02]
[-2.84]
[-1.91]
[-2.24]
[-0.73]
[0.19]
[0.73]
[1.03]
[2.21]
[1.96]
[2.22]
[1.74]
[1.72]
[2.21]
[1.74]
[1.29]
[1.29]
[1.74]
[2.21]
[1.72]
[2.21]
[1.72]
[1.74]
[1.29]
[1.44]
[0.8]
[0.8]
[0.8]
[0.8]
""
[0.8]
[1.29]
[0.51]
[-0.46]
[0.2]
[-0.73]
[-1.34]
[-1.18]
[-2.57]
[-2.57]
[-3.49]
[-3.5]
[-3.94]
[-4.41]
[-3.94]
[-4.85]
[-4.85]
[-4.28]
[-4.85]
[-4.85]
[-4.85]
[-4.41]
[-3.94]
[-3.74]
[-3.02]
[-2.82]
[-1.95]
[-2.24]
[-0.11]
[0.11]
[1.87]
[2.22]
[2.65]
[3.14]
[3.14]
[2.65]
[2.22]
[1.74]
[1.72]
[1.72]
[2.22]
[2.22]
[2.65]
[3.14]
[3.81]
[4.67]
[5.87]
[6.72]
[7.63]
[8.78]
[9.01]
[10.56]
[11.78]
[12.93]
[13.3]
[13.9]
[14.42]
[15.71]
[17.3]
[18.68]
[20.65]
[20.96]
[22.21]
[22.97]
[23.53]
[23.87]
[24.34]
[24.54]
[25.27]
[24.54]
[24.19]
[23.18]
[22.45]
[21.62]
[20.69]
[20.24]
[17.97]
[16.59]
[15.71]
[15.98]
[15.09]
[15.09]
[13.9]
[13.3]
[12.68]
[12.81]
[11.8]
[11.3]
[11.53]
[11.0]
[10.64]
[9.34]
[10.4]
[10.32]
[9.45]
[8.59]
[8.77]
[7.63]
[7.43]
[6.01]
[5.66]
[5.43]
[5.08]
[5.58]
[5.08]
[3.68]
[5.43]
[5.43]
[5.43]
[5.43]
""
[5.72]
[5.08]
[5.08]
[5.08]
[4.74]
[4.98]
[3.81]
[3.23]
[1.96]
[2.49]
[1.29]
[1.29]
[0.11]
[0.19]
[-0.73]
[-1.42]
[-2.57]
[-3.27]
[-5.32]
[-6.02]
[-7.55]
[-8.88]
[-9.58]
[-10.58]
[-11.3]
[-12.26]
[-10.81]
[-11.34]
[-10.45]
[-10.45]
[-10.45]
[-10.7]
[-10.87]
[-11.34]
[-12.04]
[-10.45]
[-10.44]
[-10.27]
[-9.42]
[-8.86]
[-8.14]
[-7.46]
[-7.12]
[-6.2]
[-6.63]
[-7.09]
[-4.77]
[-4.85]
[-3.94]
[-2.87]
[-2.14]
[-1.58]
[-0.26]
[0.63]
[2.22]
[3.4]
[4.32]
[4.51]
[4.51]
[3.81]
[3.59]
[3.81]
[3.73]
[3.41]
[3.58]
[4.06]
[2.78]
[5.23]
[5.59]
[5.66]
[6.57]
[6.57]
[7.43]
[7.63]
[7.85]
[8.55]
[8.59]
[8.99]
[9.69]
[11.05]
[11.0]
[11.44]
[11.55]
[11.55]
[11.3]
[11.3]
[11.3]
[11.3]
[11.8]
[11.0]
[11.44]
[10.04]
[9.69]
[9.69]
[8.77]
[8.34]
[7.68]
[7.43]
[6.15]
[5.66]
[5.43]
[5.43]
[5.43]
[5.3]
[5.08]
[5.58]
[4.15]
[3.81]
[2.89]
[2.22]
[1.72]
[1.72]
[2.21]
[1.72]
[1.72]
[1.74]
[2.22]
[1.72]
[1.72]
[2.21]
[1.29]
[1.03]
[1.29]
[0.73]
[0.19]
[0.27]
[-0.73]
[-1.76]
[-2.24]
[-1.18]
[-2.25]
[-3.13]
[-2.57]
[-2.57]
[-2.57]
[-1.91]
[-1.65]
[-2.61]
[0.1]
[-0.82]
[1.29]
[1.72]
[1.72]
[1.72]
[2.21]
[1.72]
[1.72]
[1.72]
[1.72]
[1.96]
[1.96]
[1.72]
[1.96]
[1.96]
[1.74]
[1.74]
[1.96]
[1.96]
[1.96]
[1.74]
[2.22]
[2.5]
[3.13]
[2.67]
[3.05]
[4.66]
[5.58]
[5.66]
[7.2]
[8.09]
[8.59]
[9.69]
[9.69]
[9.18]
[8.59]
[8.4]
[8.63]
[8.63]
[8.4]
[8.4]
[8.4]
[8.4]
[9.69]
[9.18]
[10.14]
[10.37]
[11.55]
[12.34]
[12.36]
[12.44]
[12.58]
[12.42]
[12.7]
[13.08]
[13.3]
[13.71]
[13.82]
[13.82]
[13.82]
[14.65]
[14.65]
[14.6]
[15.09]
[15.09]
[15.53]
[15.51]
[16.14]
[15.07]
[17.29]
[17.52]
[18.22]
[17.13]
[17.52]
[17.29]
[16.5]
[16.14]
[16.4]
[15.47]
[15.34]
[15.98]
[15.09]
[14.42]
[14.6]
[14.04]
[13.82]
[13.82]
[13.82]
[13.98]
[13.71]
[13.3]
[12.68]
[12.7]
[12.58]
[12.58]
[12.58]
[12.44]
[12.58]
[12.18]
[11.76]
[12.34]
[12.18]
[11.55]
[11.44]
[10.64]
[10.64]
[9.34]
[10.4]
[10.59]
[9.69]
[9.18]
[9.01]
[8.27]
[7.72]
[6.93]
[6.26]
[6.0]
[5.43]
[3.68]
[5.58]
[4.51]
[4.73]
[4.06]
[4.36]
[3.59]
[3.81]
[1.87]
[3.43]
[2.5]
[2.22]
[1.58]
[1.72]
[1.72]
[1.72]
[1.72]
[1.72]
[1.72]
[1.72]
[1.72]
[2.21]
[1.58]
[1.74]
[1.74]
[1.29]
[1.03]
[0.81]
[0.36]
[0.19]
[-0.73]
[-2.24]
[-1.98]
[-2.14]
[-4.02]
[-4.0]
[-3.74]
[-3.94]
[-4.89]
[-3.94]
[-4.41]
[-4.89]
[-3.94]
[-3.94]
[-3.94]
[-3.79]
[-4.41]
[-3.94]
[-4.85]
[-4.53]
[-4.29]
[-5.2]
[-5.04]
[-5.04]
[-5.04]
[-5.46]
[-5.1]
[-6.24]
[-6.53]
[-7.12]
[-7.12]
[-7.84]
[-7.23]
[-8.21]
[-9.57]
[-10.27]
[-9.83]
[-9.54]
[-9.82]
[-9.64]
[-9.42]
[-8.59]
[-9.11]
[-8.14]
[-9.72]
[-7.46]
[-7.12]
[-6.53]
[-5.62]
[-4.68]
[-4.19]
[-3.02]
[-1.59]
[-1.01]
[0.63]
[2.5]
[2.5]
[2.22]
[0.38]
[1.72]
[1.58]
[2.22]
[2.22]
[3.13]
[3.14]
[3.81]
[4.66]
[4.51]
[5.08]
[5.68]
[6.51]
[6.77]
[7.63]
[8.09]
[8.59]
[8.99]
[9.69]
[10.15]
[10.37]
[11.44]
[11.3]
[12.4]
[13.71]
[15.09]
[15.09]
[15.53]
[16.4]
[16.14]
[16.19]
[17.51]
[17.51]
[18.89]
[19.11]
[20.44]
[20.42]
[20.05]
[17.97]
[16.43]
[14.72]
[13.9]
[13.71]
[13.71]
[13.71]
[13.97]
[13.71]
[13.48]
[13.08]
[12.68]
[12.7]
[12.58]
[12.18]
[11.76]
[12.34]
[12.18]
[11.3]
[11.0]
[11.0]
[10.32]
[9.21]
[8.09]
[7.68]
[7.17]
[6.25]
[5.33]
[4.15]
[3.81]
[3.73]
[2.67]
[2.65]
[2.5]
[2.22]
[2.22]
[1.72]
[1.72]
[2.21]
[2.21]
[1.57]
[0.81]
[0.66]
[0.63]
[0.42]
[-0.93]
[-2.35]
[-3.92]
[-4.53]
[-5.46]
[-6.63]
[-6.2]
[-7.12]
[-7.71]
[-8.62]
[-9.57]
[-9.42]
[-9.57]
[-8.62]
[-8.21]
[-8.88]
[-6.54]
[-6.2]
[-6.24]
[-5.1]
[-4.68]
[-3.94]
[-3.94]
[-4.91]
[-4.0]
[-3.49]
[-2.43]
[-1.87]
[-1.22]
[-1.18]
[-0.14]
[0.36]
[0.79]
[1.29]
[-0.51]
[1.29]
[2.21]
[1.72]
[1.72]
[1.72]
[1.72]
[0.38]
[2.22]
[2.22]
[2.38]
[2.65]
[3.43]
[4.06]
[4.73]
[5.08]
[6.25]
[7.43]
[8.52]
[8.78]
[9.18]
[10.13]
[10.6]
[10.81]
[11.55]
[12.81]
[13.3]
[13.9]
[14.6]
[15.96]
[16.63]
[17.71]
[18.38]
[20.73]
[20.69]
[22.74]
[23.02]
[22.97]
[21.59]
[20.96]
[17.11]
[15.74]
[14.42]
[13.71]
[13.9]
[13.02]
[12.81]
[11.9]
[10.56]
[9.01]
[8.4]
[8.77]
[7.68]
[6.93]
[7.58]
""
[6.57]
[6.57]
[6.15]
[6.51]
[5.68]
[5.09]
[3.59]
[3.43]
[2.65]
[2.66]
[2.5]
[1.58]
[1.72]
[1.72]
[2.21]
[1.58]
[1.74]
[1.57]
[0.81]
[0.81]
[0.1]
[-1.2]
[-2.48]
[-2.87]
[-3.79]
[-5.1]
[-5.46]
[-6.2]
[-6.76]
[-7.46]
[-8.21]
[-8.62]
[-8.59]
[-9.42]
[-9.42]
[-9.42]
[-9.56]
[-8.14]
[-8.21]
[-8.82]
[-7.84]
[-7.9]
[-6.24]
[-5.46]
[-5.1]
[-3.94]
[-3.02]
[-1.95]
[-1.2]
[0.67]
[1.96]
[2.38]
[2.5]
[2.22]
[2.22]
[2.22]
[1.58]
[2.22]
[2.22]
[2.22]
[2.22]
[2.22]
[2.22]
[2.22]
[2.22]
[2.22]
[2.22]
[2.65]
[3.14]
[3.81]
[3.98]
[5.13]
[6.81]
[7.18]
[8.1]
[9.01]
[9.76]
[10.37]
[11.23]
[10.38]
[13.0]
[14.61]
[15.74]
[17.3]
[19.1]
[18.9]
[20.2]
[19.11]
[17.97]
[15.96]
[14.56]
[13.71]
[12.7]
[11.76]
[11.8]
[10.37]
[9.01]
[8.1]
[7.79]
[6.02]
[4.74]
[4.15]
[3.42]
[3.58]
[3.6]
[3.43]
[3.43]
[3.73]
[4.23]
[3.58]
[3.58]
[3.58]
[3.58]
[3.58]
[3.58]
[3.58]
[3.58]
[3.58]
[3.58]
[3.58]
[3.6]
[2.67]
[1.58]
[1.72]
[1.29]
[0.66]
[0.93]
[-0.0]
[-0.93]
[-2.35]
[-3.68]
[-4.53]
[-5.42]
[-6.2]
[-7.07]
[-8.48]
[-9.88]
[-10.7]
[-11.01]
[-11.84]
[-12.47]
[-12.47]
[-11.84]
[-11.25]
[-10.45]
[-9.78]
[-9.17]
[-8.14]
[-7.74]
[-6.2]
[-5.86]
[-4.3]
[-3.27]
[-2.35]
[-1.2]
[0.63]
[1.76]
[2.5]
[2.22]
[0.38]
[0.38]
[2.22]
[2.38]
[2.5]
[2.5]
[2.5]
[2.38]
[2.38]
[2.38]
[2.65]
[2.5]
[3.14]
[2.65]
[1.34]
[1.06]
[-0.92]
[-0.93]
[-1.75]
[-2.57]
[-2.87]
[-4.19]
[-4.68]
[-5.29]
[-6.69]
[-7.6]
[-7.93]
[-8.62]
[-9.11]
[-8.91]
[-7.93]
[-7.81]
[-5.86]
[-4.84]
[-2.99]
[-1.2]
[0.62]
[2.38]
[2.65]
[1.27]
[2.5]
[2.5]
[2.65]
[2.65]
[2.5]
[3.6]
[3.42]
[3.98]
[5.58]
[6.5]
[6.77]
[7.63]
[8.61]
[9.21]
[10.56]
[12.18]
[11.41]
[13.08]
[13.71]
[15.28]
[15.74]
[17.5]
[20.03]
[20.9]
[23.04]
[22.97]
[22.32]
[20.72]
[18.42]
[16.38]
[14.14]
[13.0]
[11.55]
[11.8]
[10.37]
[9.21]
[8.1]
[7.53]
[5.62]
[4.17]
[2.89]
[2.22]
[2.22]
[0.38]
[2.49]
[2.21]
[1.72]
[1.58]
[2.22]
[2.38]
[2.65]
[2.25]
[3.43]
[3.41]
[3.42]
[4.66]
[6.51]
[7.18]
[8.1]
[10.08]
[11.23]
[12.34]
[12.42]
[12.93]
[13.48]
[13.97]
[13.97]
[13.04]
[13.08]
[11.26]
[12.57]
[11.55]
[11.0]
[10.15]
[9.01]
[7.88]
[6.38]
[5.33]
[4.15]
[3.05]
[2.5]
[2.65]
[2.5]
[2.22]
[2.5]
[2.22]
[2.5]
[2.5]
[2.65]
[2.65]
[2.38]
[2.22]
[1.73]
[1.72]
[2.21]
[2.21]
[1.58]
[1.44]
[0.8]
[0.66]
[0.83]
[0.1]
[-0.83]
[-1.65]
[-3.03]
[-4.19]
[-4.85]
[-5.46]
[-5.6]
[-6.24]
[-6.2]
[-7.51]
[-6.68]
[-6.95]
[-7.12]
[-6.95]
[-7.16]
[-7.9]
[-5.97]
[-5.96]
[-5.46]
[-5.1]
[-3.38]
[-2.48]
[-1.36]
[1.45]
[2.5]
[3.14]
[3.43]
[2.89]
[2.22]
[1.58]
[2.22]
[2.22]
[2.38]
[2.65]
[1.27]
[3.14]
[3.6]
[3.42]
[3.98]
[5.58]
[6.01]
[6.72]
[7.85]
[8.55]
[8.59]
[9.69]
[10.37]
[10.91]
[12.18]
[13.25]
[13.71]
[13.9]
[15.09]
[15.96]
[16.14]
[16.19]
[16.14]
[15.51]
[15.09]
[14.2]
[13.9]
[13.3]
[12.14]
[12.34]
[11.55]
[10.94]
[10.15]
[10.32]
[9.01]
[8.09]
[7.18]
[6.38]
[6.01]
[4.51]
[2.78]
[4.51]
[4.36]
[3.42]
[3.57]
[3.42]
[3.42]
[4.06]
[4.36]
[4.36]
[4.36]
[3.42]
[3.58]
[3.41]
[3.58]
[3.42]
[3.88]
[5.58]
[5.66]
[7.17]
[7.59]
[7.48]
[7.85]
[8.55]
[8.55]
[8.59]
[8.63]
[8.4]
[8.4]
[9.69]
[9.69]
[9.69]
[9.69]
[8.63]
[8.55]
[7.85]
[8.34]
[8.18]
[7.49]
[7.85]
[8.55]
[8.4]
[9.46]
[10.37]
[10.37]
[12.18]
[11.55]
[12.18]
[10.76]
[10.15]
[9.76]
[9.76]
[9.69]
[8.99]
[9.23]
[7.31]
[5.41]
[4.76]
[3.81]
[2.5]
[2.5]
[2.5]
[2.22]
[0.38]
[0.38]
[0.38]
[0.38]
[0.38]
[0.38]
[0.38]
[0.38]
[0.38]
[0.38]
[0.38]
[0.38]
[1.58]
[2.22]
[2.22]
[2.22]
[1.58]
[0.38]
[0.38]
[2.21]
[2.49]
[2.21]
[2.21]
[2.21]
[2.21]
[0.38]
[2.22]
[2.38]
[2.65]
[1.27]
[2.65]
[2.65]
[2.5]
[2.22]
[1.58]
[1.58]
[2.22]
[2.22]
[2.38]
[2.38]
[2.5]
[2.22]
[1.58]
[0.38]
[0.38]
[0.38]
[1.72]
[1.72]
[1.72]
[1.72]
[0.38]
[0.38]
[1.58]
[2.22]
[2.22]
[1.58]
[0.38]
[0.38]
[0.38]
[2.49]
[1.58]
[1.19]
[0.8]
[0.66]
[0.83]
[0.1]
[-1.18]
[-1.05]
[-1.65]
[-1.5]
[-1.91]
[-3.13]
[-2.14]
[-1.98]
[-2.0]
[-2.24]
[-1.18]
[-1.18]
[0.1]
[0.21]
[0.66]
[1.45]
[1.46]
[1.58]
[0.38]
[1.58]
[2.22]
[2.5]
[1.27]
[3.57]
[4.33]
[5.59]
[6.51]
[7.43]
[8.09]
[9.01]
[9.69]
[10.59]
[9.91]
[9.69]
[9.46]
[8.4]
[8.59]
[7.39]
[7.17]
[4.86]
[3.98]
[3.81]
[2.66]
[2.5]
[1.58]
[1.72]
[1.58]
[1.33]
[1.33]
[2.21]
[2.21]
[0.38]
[0.38]
[0.38]
[2.21]
[2.21]
[1.58]
[1.46]
[1.57]
[1.29]
[1.44]
[-0.51]
[0.66]
[0.83]
[-0.66]
[-0.83]
[-1.65]
[-1.91]
[-2.57]
[-3.02]
[-3.5]
[-3.55]
[-3.94]
[-4.89]
[-4.41]
[-4.89]
[-3.94]
[-3.02]
[-4.02]
[-2.57]
[-1.65]
[-0.83]
[-0.26]
[-0.26]
[0.21]
[0.79]
[0.66]
[0.81]
[2.21]
[1.58]
[2.22]
[2.5]
[2.5]
[2.38]
[2.5]
[3.14]
[3.63]
[5.33]
[6.71]
[7.43]
[7.85]
[8.97]
[9.69]
[8.99]
[9.85]
[8.99]
[9.69]
[8.77]
[8.63]
[7.18]
[6.47]
[4.93]
[4.33]
[3.59]
[3.6]
[2.5]
[2.65]
[2.04]
[2.5]
[2.38]
[2.5]
[2.5]
[2.5]
[2.65]
[3.14]
[3.57]
[4.73]
[5.58]
[5.24]
[6.0]
[6.0]
[6.5]
[5.02]
[5.29]
[4.33]
[4.33]
[4.98]
[5.58]
[5.43]
[5.58]
[5.58]
[5.58]
[5.29]
[4.98]
[4.33]
[4.33]
[4.33]
[4.73]
[4.5]
[3.88]
[4.36]
[4.36]
[3.42]
[3.58]
[4.23]
[3.6]
[3.41]
[3.41]
[3.41]
[3.58]
[3.58]
[3.41]
[3.43]
[2.66]
[2.65]
[2.5]
[2.22]
[2.22]
[2.22]
[1.58]
[0.38]
[0.38]
[0.38]
[1.72]
[2.21]
[1.72]
[1.72]
[1.72]
[1.72]
[2.21]
[2.21]
[2.49]
[0.38]
[0.38]
[2.22]
[2.22]
[2.22]
[2.22]
[2.22]
[2.22]
[2.5]
[2.5]
[2.5]
[2.65]
[2.65]
[1.27]
[2.5]
[2.5]
[3.43]
[3.3]
[3.58]
[3.58]
[3.42]
[3.42]
[3.74]
[4.06]
[4.06]
[4.36]
[4.36]
[4.33]
[4.73]
[4.33]
[5.29]
[5.43]
[4.9]
[5.43]
